stop_name,stop_id,stop_lat,stop_lon
Shankar Mutt,1lb,12.99945,77.54095
Shankar Mutt,1tm,12.99939,77.54103
Shankar Mutt,4bz,12.99897,77.5417
Shankar Mutt,5pd,12.99915,77.54161
Shankara Nagara,1ue,13.01593,77.54381
Shankara Nagara,4vh,13.01597,77.54378
Shankarnagh Bus Stand,623,12.99472,77.52677
Shankarnagh Circle,5wy,12.93657,77.55949
Shankarnagh Circle,65u,12.93651,77.55954
Shanthi Talkies,26c,12.93669,77.57899
Shanthi Talkies,5gh,12.93686,77.57724
Shanthinagara,25p,13.02631,77.47336
Shanthinagara,5g4,13.02626,77.47343
Shanthinagara Bus Station,567,12.95483,77.59235
Shanthinagara Bus Station,tk,12.95449,77.59258
Shanthinagara KH Road,13z,12.95501,77.59193
Shanthinagara KH Road,2fd,12.95505,77.59178
Shanthinagara Manchanabele,16s,12.87955,77.34721
Shanthinagara Manchanabele,4io,12.87953,77.34729
Shanthinagara Nelamangala,3t0,13.07879,77.36703
Shanthinagara Nelamangala,pf,13.07899,77.36737
Shanthinagara Ravuttanahalli,12l,13.01993,77.42192
Shanthinagara Ravuttanahalli,5dm,13.01987,77.42182
Shanthiniketan Layout,137,12.88282,77.60342
Shanthiniketan Layout,1zo,12.88283,77.60348
Shanubhoganahalli,31f,13.17915,77.53126
Shanubhoganahalli,5e,12.96156,77.32511
Shanubhoganahalli,5i0,13.17917,77.5313
Shanubhoganahalli,66f,12.96136,77.32491
Shanubhoganahalli 1st Cross,2v,12.828,77.56254
Shanubhoganahalli 1st Cross,5k,12.82804,77.56248
Shanubhoganahalli Bannerughatta,1w8,12.8267,77.56146
Shanubhoganahalli Bannerughatta,pn,12.82672,77.56141
Shanubhoganahalli Colony,3k8,13.17388,77.53001
Shanubhoganahalli Colony,5iu,13.17391,77.53005
Sharada Colony,3zu,12.9922,77.53454
Sharada Colony,5b3,12.99239,77.53358
Sharadamba Nagara,4t9,13.04588,77.54125
Sharadamba Nagara,5yi,13.04588,77.5413
Sharadanagara,3te,12.89261,77.55948
Sharadanagara,64z,12.8925,77.5595
Sharadha Colony,5ln,12.99184,77.53436
Sharavathi Hotel,1c5,13.09798,77.58442
Sharavathi Hotel,37t,13.09789,77.58435
Shastri Bakery,1v,12.92345,77.57354
Shastri Bakery,4dc,12.92369,77.57363
Shastri Palya,3mp,13.17157,77.43596
Shastri Palya,5m6,13.17158,77.43601
Sheganayakanahalli Cross,2mg,12.92269,77.80882
Sheganayakanahalli Cross,3wh,12.9227,77.80893
Shell Petrol Bunk,2qk,13.01774,77.76225
Shell Petrol Bunk,5r8,13.01756,77.7621
Sheshadri Nagara,2c6,13.06396,77.48857
Sheshadripuram College,20n,13.10041,77.58864
Sheshadripuram College,4c1,13.09951,77.58834
Sheshadripuram College,5j9,13.10022,77.58866
Sheshadripuram College,63r,13.09943,77.58817
Sheshagirihalli,372,12.84359,77.42102
Sheshagirihalli,3nz,12.84352,77.4215
Sheshagiripura,12q,12.88086,77.418
Sheshagiripura,25s,12.88088,77.41809
Shettarahalli Cross,46k,13.26622,77.67637
Shettarahalli Cross,502,13.26625,77.67633
Shettigere,4i4,13.17921,77.66688
Shettigere,5aj,13.1798,77.66724
Shettigowdanahalli,2ao,12.81144,77.36828
Shettigowdanahalli,2wf,12.81139,77.3683
Shettyhalli,14t,13.06482,77.51723
Shettyhalli,2v5,13.0649,77.51718
Shettyhalli Anekal Road,2ab,12.75303,77.73077
Shettyhalli Anekal Road,5cw,12.75312,77.7309
Shettyhalli Cross,14j,13.05034,77.52554
Shettyhalli Cross,2wi,13.05033,77.52578
Shettyhalli Cross,4bt,13.05011,77.52546
Shikaripalya,1cg,12.83388,77.65573
Shikaripalya,3yy,12.83386,77.65582
Shilpa Bakery Horamavu Road,51y,13.03774,77.65061
Shilpa Bakery Horamavu Road,vu,13.03778,77.6506
Shine Bakery,148,12.95067,77.6239
Shine Bakery,18m,12.95074,77.62375
Shiradi Sai Temple Arakere,1cw,12.88302,77.61003
Shiradi Sai Temple Arakere,5s4,12.88304,77.61011
Shirdi Sai Nagara,1pa,13.0668,77.63797
Shirdi Sai Nagara,2bd,13.06675,77.63818
Shirke KHB Quarters,1ix,12.93133,77.48751
Shirke KHB Quarters,3nb,12.93175,77.48772
Shiva Ittige Factory,3tk,12.92781,77.84935
Shiva Ittige Factory,425,12.92749,77.85018
Shivagiri Choultry Vijyapura,4vv,13.29467,77.79103
Shivagiri Choultry Vijyapura,56t,13.29465,77.79109
Shivaji Hotel,2ne,12.94311,77.47649
Shivaji Hotel,mg,12.943,77.4766
Shivajinagara Bus Station,1gl,12.98391,77.60327
Shivajinagara Bus Station,2sh,12.98328,77.60341
Shivajinagara Bus Station,5rw,12.98328,77.60304
Shivakote,17o,13.13401,77.51473
Shivakote,20,13.13403,77.51476
Shivakote,3lp,13.13393,77.51471
Shivakote,577,13.13333,77.51478
Shivakote Cross,lf,13.13552,77.51326
Shivakote Cross,o9,13.13555,77.51331
Shivanaapura,181,13.15347,77.90396
Shivanaapura,5a2,13.15346,77.9039
Shivanahalli,2uz,12.9283,77.4906
Shivanahalli,4d0,12.72333,77.57256
Shivanahalli,4zm,12.92844,77.49061
Shivanahalli,61l,12.72333,77.57245
Shivanahalli 4th Main,3rt,12.98886,77.54683
Shivanahalli 4th Main,44u,12.98895,77.54683
Shivananda Store,17k,12.98755,77.58039
Shivananda Store,3xu,12.98663,77.57936
Shivananda Store,96,12.98724,77.57873
Shivananda Store,c4,12.98735,77.58022
Shivanapura,1d7,12.874,77.85405
Shivanapura,3px,12.87417,77.85416
Shivanapura,ft,13.04926,77.42152
Shivanapura Colony,fw,13.04503,77.42277
Shivanapura Colony 1,5ce,13.04501,77.4227
Shivanapura Colony Cross,10a,13.04343,77.4292
Shivanapura Colony Cross,1zy,13.04347,77.42915
Shivanapura Cross,1st,13.04139,77.42228
Shivanapura Cross,3tb,13.17693,77.88456
Shivanapura Cross,4tg,13.17689,77.88459
Shivanapura Cross 1,4gn,13.04142,77.42223
Shivanapura Cross Hosakote,44t,13.15326,77.89668
Shivanapura Cross Hosakote,46i,13.15328,77.8966
Shivanasandra,2yy,13.02359,77.16401
Shivaparvathi Kalyanamantapa,1n8,13.00861,77.65142
Shivaparvathi Kalyanamantapa,nn,13.00861,77.65134
Shobha Apartment,4ec,12.73965,77.73453
Shobha Apartment,vl,12.73955,77.73454
Shobha Hills View Apartment,1ik,12.8649,77.52
Shobha Hills View Apartment,4fs,12.86486,77.51996
Shobha Tulip JP Nagara,3wb,12.89801,77.58589
Shobha Tulip JP Nagara,4id,12.89805,77.58591
Shoolay Circle Brigade Road,1t5,12.96584,77.60687
Shoolay Circle Brigade Road,3v2,12.96659,77.60666
Shopping Complex HMT,2s1,13.04964,77.53772
Shopping Complex HMT,4ku,13.04962,77.53739
Show Mall Sahakara Nagara,248,13.06784,77.58013
Shreepatihalli,2em,12.96259,77.16781
Shri Rama Temple,1mz,12.744,77.52313
Shri Rama Temple,du,12.744,77.52307
Shri Vidhyanagara,46v,12.93431,77.53985
Shri Vishnu Garden,1m,12.94548,77.45743
Shri Vishnu Garden,594,12.94573,77.45761
Shrinivagilu Bus Stand,4pn,12.93759,77.63319
Shrinivagilu Ejipura,3yf,12.93842,77.63291
Shrinivagilu Ejipura,cl,12.93859,77.63265
Shrinivagilu Junction,1te,12.93917,77.63229
Shrinivagilu Junction,jn,12.93927,77.63235
Shrunga School Devangondi,5tl,12.97406,77.83262
Shrunga School Devangondi,85,12.97414,77.8326
Shrusti School Yalahanka,4ip,13.10703,77.57594
Shrusti School Yalahanka,o6,13.10706,77.57596
Shyanumangala,60h,12.79482,77.43213
Shyanumangala,s9,12.79432,77.43282
Shylendra Doddy,4g2,12.80071,77.55289
Siddabhovipalya,an,12.85464,77.37182
Siddaganga College,15g,13.08227,77.39278
Siddaganga College,3x1,13.08213,77.39274
Siddaiah Puranik Road Junction,564,12.98212,77.53716
Siddaiah Puranik Road Junction,605,12.98217,77.5373
Siddana Hosahalli,3mb,13.05685,77.46017
Siddana Hosahalli,5ui,13.05682,77.46014
Siddanapalya,3og,12.7247,77.65966
Siddapura,46z,12.95637,77.73108
Siddapura,5lp,12.95607,77.73057
Siddapura,xj,12.95634,77.73191
Siddapura Ashoka Pillar,1rv,12.94633,77.58873
Siddapura Ashoka Pillar,30x,12.94621,77.58879
Siddartha Badavane,2ay,12.99552,77.50865
Siddartha Badavane,qn,12.99557,77.50862
Siddartha International School,2vb,13.02848,77.48843
Siddartha International School,3a0,13.02854,77.48842
Siddartha Nagara,17q,13.08098,77.80616
Siddartha Nagara,2xd,13.08105,77.80643
Siddartha School Cross,2c,13.02611,77.48905
Siddartha School Cross,4js,13.02607,77.48893
Siddayyana Doddy,cg,12.71713,77.59397
Siddayyana Doddy,ta,12.71708,77.59416
Sidedahalli,2b,13.06258,77.49527
Sidedahalli,2b3,13.06256,77.49523
Sidi Hoskote,2yu,12.72971,77.68767
Sidi Hoskote,5au,12.72972,77.68748
Siemens,23v,12.84556,77.66215
Siemens,5y,12.84542,77.66228
Sikayanahalli,2dn,13.25561,77.64546
Sikayanahalli,2i7,13.25554,77.64558
Silk Farm,658,12.81704,77.78543
Silk Farm,dp,12.81695,77.78539
Silk Institute Metro Station,451,12.8616,77.52993
Silk Institute metro station,65f,12.86182,77.52985
Siluvepura,4lg,13.1143,77.50104
Siluvepura,65x,13.11426,77.50106
Sindhi Colony,1x3,12.99562,77.61663
Sindhi Colony,2up,12.99557,77.61708
Sindhi Colony,2uv,12.9962,77.6177
Sindhi High School Kuvempu Road,11e,13.05,77.59837
Sindhi High School Kuvempu Road,24a,13.04994,77.59846
Singahalli,4pp,13.16164,77.72407
Singahalli,685,13.16158,77.72403
Singaianapalya Phoenix,2bm,12.99542,77.6954
Singaianapalya Phoenix,3pt,12.9956,77.69531
Singanayakanahalli,5rn,13.14765,77.56529
Singanayakanahalli,5v5,13.14762,77.56533
Singanayakanahalli Gate,38i,13.14767,77.56972
Singanayakanahalli Gate,4xq,13.1477,77.56982
Singapura,1cv,13.07975,77.53823
Singapura,2y9,13.07965,77.53834
Singapura LT,643,13.07501,77.53983
Singapura LT,ed,13.07498,77.53999
Singarahalli,4iy,13.22683,77.62534
Singarahalli,591,13.22688,77.6254
Singarapura,17z,13.09961,77.74376
Singarapura,25d,13.09957,77.74372
Singasandra,29a,12.87886,77.64651
Singasandra,4b1,12.8774,77.64704
Singasandra FLY,1pd,12.87879,77.64637
Singasandra FLY,5nf,12.87741,77.64708
Singena Agrahara,612,12.83771,77.71612
Singena Agrahara,ne,12.83766,77.7161
Singena Agrahara Cross,2jt,12.83498,77.71894
Singena Agrahara Cross,397,12.83499,77.719
Singena Agrahara Cross Fruits Market,1ht,12.84257,77.68718
Singena Agrahara Cross Fruits Market,1vn,12.84243,77.68732
Singena Agrahara Cross Fruits Market,33e,12.84235,77.68709
Sipgere Gate,3dq,12.82207,77.57724
Sipgere Gate,4ge,12.82232,77.57722
Sir M Vishweshwaraiah Layout 9th Blk Mallathahalli,311,12.96243,77.49535
Sir M Vishweshwaraiah Layout 9th Blk Mallathahalli,55a,12.96245,77.49535
Sir M Vishweshwaraiah Railway Station,5t8,12.99932,77.64094
Sirsi Circle,1u1,12.96223,77.55995
Sirsi Circle,4tt,12.96022,77.55921
Sirsi Circle,5yf,12.96038,77.55686
Sirsi Circle 1,2hj,12.96031,77.55694
Skylark Arcadia Sadaramangala,1r,13.00637,77.73549
Skylark Arcadia Sadaramangala,365,13.00641,77.73551
Soladevanahalli,2if,13.00808,77.3509
Soladevanahalli,43b,13.00771,77.35088
Soladevanahalli Hesaragatta Road,3cv,13.09198,77.48848
Soladevanahalli Police Station,4vg,13.09339,77.48895
Soladevanahalli Police Station,4yq,13.09335,77.48897
Sollepura,37v,12.83008,77.75638
Sollepura,z1,12.83007,77.75644
Solur,2de,13.07085,77.84313
Solur,3r2,13.07078,77.84309
Solur,61w,13.26459,77.65574
Solur,ki,13.26466,77.65541
Solur Gate,5so,13.26997,77.6563
Solur Gate,sr,13.26999,77.65623
Somalapura,136,12.9688,77.8613
Somalapura,46e,12.9689,77.86114
Somanahalli,2x3,12.77258,77.50358
Somanahalli,5fw,12.77267,77.50359
Somanahalli Gate,35r,12.78052,77.49675
Somanahalli Gate,61f,12.78054,77.49682
Somasandra Palya,1fz,12.89881,77.65121
Somasandra palya  Lake,be,12.89949,77.64863
Somashettyhalli,1pw,13.08733,77.52117
Somashettyhalli Cross,2f6,13.09288,77.52358
Somashettyhalli Cross,2rj,13.08147,77.51724
Somashettyhalli Cross,4gr,13.08142,77.51721
Somasundra Palya Lake,1jd,12.89955,77.64881
Somathanahalli Gate,4hw,13.1711,77.76016
Somathanahalli Gate,he,13.17112,77.76021
Someshwara Colony Magadi,1k9,12.96423,77.20785
Someshwara Colony Magadi,2gl,12.96417,77.20795
Sompura Gate,1kv,12.86187,77.7718
Sompura Gate,2j5,12.86207,77.77213
Sompura Gate,551,12.86202,77.772
Sompura Tumakur Road,2zi,13.21807,77.25141
Sompura Tumakur Road,4y9,13.21814,77.25163
Sonadenahalli Gate,36e,13.08779,77.80761
Sonadenahalli Gate,5ya,13.08776,77.80763
Sonal Garments Laggere Cross,2ub,13.02152,77.52695
Sonal Garments Laggere Cross,5xb,13.02158,77.52642
Sonare Doddy,26r,12.70958,77.51949
Sonare Doddy,39a,12.70958,77.51944
Sondekoppa,4de,13.02089,77.3843
Sondekoppa,4f6,13.02102,77.38432
Sondekoppa Circle Nelamangala,2cg,13.0921,77.39479
Sondekoppa Circle Nelamangala,2vr,13.09223,77.39483
Sondekoppa Cross,2zg,13.0194,77.35082
Sondekoppa Cross,31v,13.01946,77.35086
Sonnallipura,4ux,13.136,77.78987
Sonnallipura,5mr,13.13602,77.78981
Sonnappanahalli,39w,13.10764,77.66576
Sonnappanahalli,4pu,13.15615,77.61716
Sonnappanahalli,4qg,13.15612,77.6172
Sonnenahalli,2pl,13.1977,77.50036
Sonnenahalli,3kb,12.94205,77.47913
Sonnenahalli,462,12.94215,77.4792
Sonnenahalli,6f,13.19775,77.50036
Sonnenahalli,9d,13.30982,77.68272
Sonnenahalli Bridge,5ha,12.94197,77.48357
Sonnenahalli Bridge,9y,12.94208,77.48285
Sonnenahalli Govt Hospital,508,13.19344,77.50225
Sonnenahalli Govt Hospital,rn,13.19348,77.50226
Sonnur Gate,2ml,12.89106,77.89368
Sony World 100ft Road  Koramangala,21k,12.93685,77.62659
Sony World 100ft Road  Koramangala,2zq,12.93793,77.62766
Sony World 80ft Road Koramangala,101,12.93782,77.62639
Sony World 80ft Road Koramangala,1fc,12.93694,77.62734
Sophiya School,4n2,12.98609,77.58864
Sophiya School,73,12.98573,77.58934
Sophiya School (KIA),9n,12.98586,77.58971
Sorahunse,4n6,12.94669,77.75424
Sorahunse,5cj,12.94666,77.75419
Sorahunse Gate,2dh,12.9434,77.75108
Sorahunse Gate,2zu,12.94331,77.75094
Soukya Hospital,4q8,12.99705,77.79467
Soukya Hospital,ei,12.99702,77.79456
Soukya Hospital Junction,2h7,12.98811,77.78194
Soukya Hospital Junction,5jq,12.98795,77.78205
South End Circle,2n7,12.93625,77.58016
South End Circle,3pz,12.9368,77.58128
South End Circle,e3,12.93717,77.57965
Sowdamini Kalyana Mantapa,2ic,12.8839,77.56669
Sowdamini Kalyana Mantapa,9k,12.88386,77.56663
Sowthegowdanahalli,1q3,13.23103,77.7304
Sowthegowdanahalli,4di,13.23108,77.73036
Spriling School,38c,13.13772,77.74417
Spriling School,4p4,13.13775,77.74418
Sri Adishakthi Temple,4qm,12.85514,77.58484
Sri Adishakthi Temple,4tn,12.8556,77.58514
Sri Banashankari Layout,3ns,13.17154,77.55796
Sri Banashankari Layout,4jf,13.17152,77.55802
Sri Kamadhenu Kshetra,5bl,13.02419,77.4488
Sri Rakum School,1a4,13.1949,77.58931
Sri Ramanahalli,44n,13.19505,77.56285
Sri Ramanahalli,5jr,13.19517,77.56296
Sri Ramapura,4nv,13.0659,77.61998
Sri Ramapura,5pr,13.06588,77.62003
Sri Sai Packaging Company,4w0,12.99762,77.46325
Sri Sai Packaging Company,61m,12.99764,77.46319
Sri Shiradi Sai Temple,4uf,12.91352,77.45054
Sri Shiradi Sai Temple,64a,12.91364,77.45057
Sri Swananda Ashrama,2p8,12.84396,77.49423
Sri Swananda Ashrama,3mt,12.84399,77.49429
Sri Venkateshwara Nagara,48p,13.07482,77.61888
Sri Venkateshwara Nagara,4va,13.07478,77.6189
Sridhara Gudda,1tn,12.8992,77.48766
Sridhara Gudda,2c5,12.89914,77.48761
Srigandha Nagara,4fq,13.00404,77.5101
Srigandhada Kaval,1in,12.97868,77.50174
Srigandhada Kaval,4wf,12.97871,77.50174
Srikanteshwara Park,1rx,12.92643,77.55369
Srikanteshwara Park,5no,12.92648,77.55377
Srinagara Bus Station,4wv,12.94425,77.55479
Srinavasa Temple,2v1,13.00831,77.54508
Srinidhi Hotel,2pd,13.01158,77.64745
Srinidhi Hotel,5w6,13.01175,77.64728
Srinivasa Kalyana Mantapa,2w8,12.926,77.54438
Srinivasa Kalyana Mantapa,5la,12.92585,77.54428
Srinivasa Nagara,3o5,12.93822,77.55649
Srinivasa Nagara,64,12.93816,77.55687
Srinivasa Nagara PattegarPalya,38b,12.97645,77.52365
Srinivasa Nagara PattegarPalya,65g,12.97649,77.52346
Srinivasa Saligrama,1c0,12.90122,77.41071
Srinivasa Temple,7l,13.00835,77.54499
Srinivasapura Colony,2wu,13.08125,77.35051
Srinivasapura Cross,1j1,13.07502,77.36488
Srinivasapura Cross,1wh,13.07511,77.36469
Srinivasapura Cross,27z,13.12598,77.64524
Srinivasapura Cross,50b,13.126,77.64513
Srinivasapura Cross,59i,13.07494,77.36505
Srinivasapura Cross,5sx,12.90402,77.51052
Srinivasapura Cross,z8,12.904,77.51066
Srinivasapura Kogilu,4d3,13.10335,77.62358
Srinivasapura Kogilu,d4,13.10349,77.62349
Srinivasapura Kullegowdanapalya,22l,12.85122,77.4433
Srinivasapura Kullegowdanapalya,2sw,12.85125,77.44323
Srinivasapura Nelamangala,2l3,13.08512,77.34075
Srinivasapura Uttarahalli Road,1eg,12.90086,77.51092
Srinivasapura Uttarahalli Road,1sj,12.90129,77.51091
Sriram Properties,3kl,12.81068,77.78464
Sriram Properties,49m,12.81145,77.78476
Srirama Layout Avalahalli Road,2si,13.0397,77.72935
Srirama Layout Avalahalli Road,4gy,13.03975,77.72935
Srirama Reddy Layout,3oz,12.97175,77.68157
Srirama Reddy Layout,j1,12.97182,77.68145
Sriramapura Bommasandra Road,1l7,12.80224,77.66201
Sriramapura Bommasandra Road,1tr,12.80234,77.66218
Sriramapura Circle,45t,13.06657,77.60977
Sriramapura Circle,5zr,13.06658,77.60966
Sriramapura Circle,k3,13.06668,77.60981
Sriramapura Cross,30y,13.06771,77.61311
Sriramapura Cross,5ms,13.06767,77.61321
Sriramapura Police Station,1s6,12.9899,77.56502
Srirampura 7th Cross,3b1,12.98856,77.56659
Srirangam Silk House HSR Layout,38s,12.91241,77.63509
Srirangam Silk House HSR Layout,4dn,12.91243,77.6351
St Bentic School,5f,12.88689,77.45889
St Bentic School,p0,12.88709,77.45876
St Clare School,5zw,12.91462,77.44773
St Francis School,41w,12.8888,77.62563
St Francis School,dw,12.88898,77.62568
St Johns Hospital,1qq,12.92959,77.61584
St Johns Hospital,4h2,12.92909,77.61531
St Johns Hospital,5sr,12.92933,77.61594
St Joseph Boys High School Musuem Road,407,12.97193,77.6044
St Joseph College,22c,12.97036,77.60368
St Joseph's Indian School/ Malya Hospital,2by,12.97052,77.5943
St Josephine School Annapoorneshwarinagara,2mk,12.97784,77.50569
St Josephine School Annapoorneshwarinagara,2sb,12.9778,77.50574
St Marthas Hospital,4yp,12.96945,77.58716
St Marys School,3or,12.84594,77.60942
St Marys School,5um,12.84573,77.60954
St Marys School Chikkakammanahalli,4pd,12.8477,77.60879
St Marys School Chikkakammanahalli,64q,12.84772,77.60889
St Patrick Church,xi,12.97023,77.60517
St Vincent Palloti School,3vu,13.03196,77.65093
St francis College,2o2,12.92432,77.63124
St francis College,50o,12.92441,77.63086
State Bank India Garage,q9,12.97435,77.6015
State Bank of India,2gd,13.05051,77.55309
State Bank of India,5gw,13.04999,77.55345
Steel Factory Banasawadi,2hp,13.01306,77.64934
Steel Factory Banasawadi,2w0,13.01333,77.6498
Sterling Apartment,1mk,13.05778,77.58834
Sterling Apartment,4s,13.05783,77.58845
Stone Factory,4ha,12.84428,77.4976
Stone Factory,5vi,12.84427,77.4977
Subbaiah Circle,3rv,12.96258,77.59102
Subbaiah Circle,fb,12.96266,77.59093
Subbanna Garden,14,12.96468,77.5322
Subbanna Garden,zu,12.96464,77.53225
Subbarayappanapalya,490,12.87866,77.42027
Subbarayappanapalya 1,5y7,12.87871,77.42019
Subbarayappanapalya Cross,4t5,12.88939,77.43763
Subbarayappanapalya Cross,5b1,12.88926,77.43769
Subbayyanapalya Banasawadi,4fk,13.00755,77.64093
Subbayyanapalya Banasawadi,4od,13.00747,77.64063
Subhashnagara Hosa Road,4vc,12.87083,77.63833
Subramanya Swamy Temple,2na,12.94171,77.562
Subramanya Swamy Temple,ln,12.94359,77.56165
Subramanyanagara,1cl,13.00409,77.56133
Subramanyanagara,5c4,13.00415,77.56136
Subramanyanagara Police Station,5bb,13.00347,77.55356
Subramanyanagara Police Station,l2,13.0034,77.55341
Subramanyanagara Thyamagondlu,2x9,13.2118,77.31251
Subramanyanagara Thyamagondlu,3s,13.21181,77.31258
Subramanyapura KEB,2oq,12.89758,77.54636
Subramanyapura KEB,32k,12.89767,77.54629
Subramanyapura Police Station,418,12.90147,77.54418
Subramanyapura Police Station,46p,12.90144,77.54414
Subramanyapura Post Office,1el,12.89879,77.54392
Subramanyapura Post Office,5rx,12.89884,77.54391
Sugalla,53n,13.25756,77.63244
Sugalla,5xd,13.2574,77.63232
Sugaturu,3ct,13.25698,77.83276
Sugaturu,53q,13.25697,77.83283
Sugganahalli,244,12.79946,77.31889
Sugganahalli Circle,41l,12.80091,77.31467
Suggatta,4iw,13.14464,77.60332
Suggatta,4j8,13.14482,77.60357
Sujatha Talkies,3g1,12.98246,77.56208
Sujatha Talkies,571,12.98262,77.56234
Sulibele,3ja,13.18673,77.80293
Sulibele,61c,13.18673,77.80311
Sulibele KEB,4b3,13.18552,77.80023
Sulibele KEB,5gm,13.18568,77.80048
Sulibele Quarters,1n6,13.18894,77.80542
Sulibele Quarters,2bs,13.18904,77.80538
Sulikere,303,12.93906,77.44804
Sulikere Cross,4dr,12.93478,77.44657
Sulikere Cross,kh,12.93486,77.44643
Sulikere Palya,bc,12.94457,77.44959
Sulikunte,1ae,12.89228,77.72851
Sulikunte,60e,12.89246,77.72846
Sulivara,20w,12.90299,77.36211
Sulivara,5i6,12.90295,77.36217
Sulivara Cross,1cm,12.90248,77.36759
Sulivara Cross,5b2,12.9025,77.36752
Sultan palya,2oo,13.02658,77.60407
Sultan palya,43,13.02654,77.60409
Sultanpalya Cross Pushpanjali Talkies,51o,13.02215,77.60241
Sultanpalya Cross Pushpanjali Talkies,5fj,13.02211,77.60242
Summanahalli,24u,12.98739,77.51914
Summanahalli,2js,12.98631,77.51934
Summanahalli,3wz,12.98682,77.52077
Summanahalli,4w6,12.98824,77.5195
Sumuka Layout,39y,12.85481,77.6999
Sumuka Layout,3ei,12.85473,77.70018
Sun Shine School,3u8,13.03088,77.66821
Sun Shine School,5qm,13.03098,77.66837
Sun Valley Public School Thimmsandra,1zn,13.12852,77.77387
Sun Valley Public School Thimmsandra,479,13.12839,77.77382
Sundara Nagara,1gu,13.07147,77.42291
Sundara Nagara,2qa,13.07151,77.42296
Sundaram Estate,2h5,12.77732,77.47597
Sundaram Estate,5va,12.77736,77.47598
Sunkadakatte,1kh,12.98946,77.50638
Sunkadakatte,31y,12.98989,77.50154
Sunkadakatte,5fm,12.98931,77.50583
Sunkadakatte,64s,12.99018,77.5038
Sunkadakatte Junction,o1,12.98936,77.50768
Super Talkies (Cottonpet Hospital),1je,12.96808,77.57023
Surabhi Layout,4l5,12.86762,77.58187
Surabhi Layout,4oy,12.86746,77.58189
Suradenapura Cross,3ee,13.20639,77.56285
Suradenapura Gate,1sl,13.20426,77.55907
Suradenapura Gate,3hx,13.20445,77.55912
Suragajakkanahalli,4g0,12.73972,77.66906
Suragajakkanahalli,5yl,12.73946,77.66911
Suranjan Das Road/NGEF,3nq,12.98648,77.64797
Suranjan Das Road/NGEF,530,12.98643,77.6481
Surdenapura Gate,4k3,13.20635,77.56287
Surya Nagara,3m,12.79071,77.70562
Surya Nagara,4lu,12.79081,77.70578
Surya Nagara Apartment,2h2,12.9313,77.76268
Surya Nagara Apartment,5pb,12.9314,77.76252
Suryacity Gate,1nu,12.79268,77.70616
Suryacity Gate,2cv,12.79258,77.70601
Suvarna Karnataka Bus Stand,186,13.06025,77.59009
Suvarna Karnataka Bus Stand,4ke,13.06022,77.59
Suvarna Nagara,2j3,13.03324,77.49491
Suvarna Nagara,9v,13.03327,77.49453
Swabhiman Park,2za,12.9122,77.64151
Swabiman Park,se,12.91229,77.6414
Swami Narayana Gurukula,2ps,12.86656,77.43691
Swami Narayana Gurukula,3jw,12.8667,77.43659
Swamy Vivekananda Metro Station,305,12.98583,77.64547
Swamy Vivekananda Metro Station/Isolation Hospital,1k1,12.9859,77.6452
Swamy Vivekananda Metro Station/Isolation Hospital,3rw,12.98507,77.6434
Swastik Sheshadripuram,4u7,12.98784,77.57449
Swastik Sheshadripuram College,2ij,12.98798,77.57422
Swastik Sheshadripuram College,2ln,12.98851,77.57414
Swastik Sheshadripuram College,4zj,12.98916,77.57416
Syndicate Bank,2vz,12.9466,77.56423
Syndicate Bank Layout,1p2,12.99796,77.48947
Syndicate Bank Layout,401,12.99801,77.4894
Systems Peenya,3wu,13.03506,77.51806
Systems Peenya,4m8,13.03497,77.51794
T Agrahara,3k9,13.18141,77.57877
T Begur,43n,13.14859,77.33898
T Begur,md,13.15005,77.33952
T Dasarahalli,2xt,13.04309,77.51288
T Dasarahalli,li,13.04283,77.51276
T Hosahalli,1fo,13.23602,77.67022
T Hosahalli,67v,13.23604,77.67014
T John College,2lj,12.85104,77.5884
T John College,39i,12.84923,77.58832
TATA Advance Jigani Industrial Area,5uy,12.77495,77.64143
TATA Advance Jigani Industrial Area,5v8,12.77498,77.64136
TB Gate Thippagondanahalli,qp,12.96245,77.34291
TB Nelamangala,1ny,13.09718,77.40144
TB Nelamangala,ul,13.09706,77.40148
TC Palya,2w1,13.0216,77.69998
TC Palya,5rg,13.02161,77.69986
TC Palya  Gate Hosakote Road,2un,13.01738,77.70438
TC Palya  Gate Hosakote Road,3xf,13.01705,77.7045
TC Palya  Gate Hosakote Road,pl,13.01736,77.70462
TC Palya Cross,3pe,13.02084,77.7049
TC Palya Cross,vd,13.02087,77.70493
TCI,129,13.05924,77.46527
TCI,505,13.05906,77.46474
TG Halli Quarters,143,12.95256,77.33555
TG Halli Quarters,1gd,12.95244,77.33529
TISB Boys Hostel,28l,12.89192,77.74945
TISB Boys Hostel,3af,12.89211,77.7495
TP Gate Thippagondanahalli,4i3,12.96238,77.34318
TR Mill,1og,12.95683,77.55921
TR Mill,24t,12.9574,77.55926
TV Tower,ot,13.00978,77.59078
TV Tower,p1,13.00964,77.59078
TVS Cross Peenya,1jq,13.02835,77.51953
TVS Cross Peenya,am,13.02837,77.51984
TVS Cross Peenya,hs,13.02868,77.51957
Talaguppe,4vn,12.81141,77.43324
Talaguppe,5xm,12.81135,77.43327
Talegere,1v0,12.83117,77.52948
Talegere,4jj,12.8314,77.52934
Tata Institute,2j9,13.01514,77.56382
Tata Institute,2kd,13.01437,77.56803
